"Sample Name","Data File","Acquired","Location","Batch","Job Code","Sample ID","User","TWC_Substance01 Rt(min)","TWC_Substance01 AreaAbs","TWC_caffeine Rt(min)","TWC_caffeine AreaAbs","TWC_sulfadoxin Rt(min)","TWC_sulfadoxin AreaAbs","TWC_Substance02 Rt(min)","TWC_Substance02 AreaAbs","TWC_Substance03 Rt(min)","TWC_Substance03 AreaAbs","TWC_hydrodeamination product  Rt(min)","TWC_hydrodeamination product  AreaAbs","TWC_Substance04 Rt(min)","TWC_Substance04 AreaAbs","TWC_Substance05 Rt(min)","TWC_Substance05 AreaAbs","T2-EIC(+)[M+H]_hydrodeamination product  Rt(min)","T2-EIC(+)[M+H]_hydrodeamination product  AreaAbs","T1-EIC(+)[M+H]_caffeine Rt(min)","T1-EIC(+)[M+H]_caffeine AreaAbs","T3-EIC(+)[M+H]_sulfadoxin Rt(min)","T3-EIC(+)[M+H]_sulfadoxin AreaAbs","T3-EIC(+)[M+H]_Substance03 Rt(min)","T3-EIC(+)[M+H]_Substance03 AreaAbs","TWC_Substance06 Rt(min)","TWC_Substance06 AreaAbs","TWC_Substance07 Rt(min)","TWC_Substance07 AreaAbs","TWC_Substance08 Rt(min)","TWC_Substance08 AreaAbs","TWC_Substance09 Rt(min)","TWC_Substance09 AreaAbs","TWC_Substance10 Rt(min)","TWC_Substance10 AreaAbs","TWC_Substance11 Rt(min)","TWC_Substance11 AreaAbs","T2-EIC(+)[M+H]_hydrodeamination product Rt(min)","T2-EIC(+)[M+H]_hydrodeamination product AreaAbs","T2-EIC(+)[M+H]_Substance03 Rt(min)","T2-EIC(+)[M+H]_Substance03 AreaAbs","T3-EIC(+)[M+H]_caffeine Rt(min)","T3-EIC(+)[M+H]_caffeine AreaAbs","TWC_hydrodeamination product Rt(min)","TWC_hydrodeamination product AreaAbs","T3-EIC(+)[M+H]_Substance07 Rt(min)","T3-EIC(+)[M+H]_Substance07 AreaAbs","T3-EIC(+)[M+H]_Substance08 Rt(min)","T3-EIC(+)[M+H]_Substance08 AreaAbs","T2-EIC(+)[M+H]_Substance08 Rt(min)","T2-EIC(+)[M+H]_Substance08 AreaAbs","T3-EIC(+)[M+H]_Substance06 Rt(min)","T3-EIC(+)[M+H]_Substance06 AreaAbs","TWC_Substance12 Rt(min)","TWC_Substance12 AreaAbs","TWC_Substance13 Rt(min)","TWC_Substance13 AreaAbs","T2-EIC(+)[M+H]_Substance05 Rt(min)","T2-EIC(+)[M+H]_Substance05 AreaAbs","T2-EIC(+)[M+H]_Substance09 Rt(min)","T2-EIC(+)[M+H]_Substance09 AreaAbs","T3-EIC(+)[M+H]_Substance04 Rt(min)","T3-EIC(+)[M+H]_Substance04 AreaAbs","T2-EIC(+)[M+H]_Substance06 Rt(min)","T2-EIC(+)[M+H]_Substance06 AreaAbs","T3-EIC(+)[M+H]_Substance02 Rt(min)","T3-EIC(+)[M+H]_Substance02 AreaAbs","T2-EIC(+)[M+H]_Substance02 Rt(min)","T2-EIC(+)[M+H]_Substance02 AreaAbs","T2-EIC(+)[M+H]_Substance10 Rt(min)","T2-EIC(+)[M+H]_Substance10 AreaAbs","T3-EIC(+)[M+H]_Substance09 Rt(min)","T3-EIC(+)[M+H]_Substance09 AreaAbs","T2-EIC(+)[M+H]_Substance07 Rt(min)","T2-EIC(+)[M+H]_Substance07 AreaAbs"
"N8","N8.raw","1/10/2021 10:54:15 AM","126","","YS0500302","","Yuning",0.283,77001.14677,0.349,110417.60179,0.424,105345.16534,0.395,72218.95593,0.468,177084.19119,0,0,0.483,25882.26552,0.515,27021.97325,0,0,0.352,172965.97687,0.427,216289.44735,0,0,0.538,79378.95499,0.557,18928.26040,0.650,9995.53646,0.734,68800.43221,0.885,24249.13243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O8","O8.raw","1/10/2021 10:56:03 AM","127","","YS0500302","","Yuning",0.283,76403.08120,0.346,85665.86941,0.419,122809.95853,0.367,48633.56148,0.397,27814.11934,0,0,0.488,27356.02474,0.531,183459.07935,0,0,0.350,159152.19761,0.427,62808.22341,0,0,0.556,104997.96057,0.600,11673.63620,0.620,37864.94988,0.692,114176.22871,0.786,25169.32824,0.883,42247.12407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P8","P8.raw","1/10/2021 10:57:49 AM","128","","YS0500302","","Yuning",0.284,66104.62172,0.348,106766.21394,0.423,209805.36302,0.470,68185.35718,0.515,24498.04781,0,0,0.562,103196.74900,0.693,9995.53431,0,0,0.352,164017.14510,0.427,399726.08303,0,0,0.789,27421.40913,0.883,49006.15081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A9","A9.raw","1/10/2021 10:59:37 AM","129","","YS0500302","","Yuning",0.284,44262.78735,0.345,54916.54765,0.421,32396.42708,0.374,161781.74342,0.471,10320.17288,0,0,0.516,10985.24630,0.553,12587.12482,0,0,0.348,94995.06851,0.423,70622.12640,0,0,0.585,7205.60703,0.695,7727.73793,0.791,19865.81439,0.886,63104.35861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B9","B9.raw","1/10/2021 11:01:24 AM","130","","YS0500302","","Yuning",0.282,42617.00229,0.348,37484.17318,0.422,44698.31626,0.375,35305.44930,0.474,8463.42093,0,0,0.508,13970.59091,0.520,7131.15085,0,0,0.350,53470.49295,0.427,94296.66671,0,0,0.563,24296.09313,0.587,12351.53075,0.646,5987.00323,0.675,29533.41007,0.691,14998.98968,0.821,12612.76059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885,5495.02974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C9","C9.raw","1/10/2021 11:03:12 AM","131","","YS0500302","","Yuning",0.281,39038.05312,0.347,66817.75276,0.422,45903.75626,0.375,152599.00771,0.520,14512.41005,0,0,0.557,16834.87171,0.585,6731.68238,0,0,0.350,107970.65343,0.425,111934.64170,0,0,0.676,5014.87120,0.694,9390.64467,0.792,16228.30982,0.886,51415.05123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D9","D9.raw","1/10/2021 11:05:00 AM","132","","YS0500302","","Yuning",0.283,56919.17429,0.347,74257.17764,0.423,122942.34794,0.376,76810.63475,0.475,8273.38681,0,0,0.520,19242.03589,0.565,61065.76345,0,0,0.352,121148.12758,0.427,274619.38607,0,0,0.587,14801.13927,0.886,20371.04446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E9","E9.raw","1/10/2021 11:06:48 AM","133","","YS0500302","","Yuning",0.282,58867.57247,0.347,70066.02530,0,0,0.310,28354.31141,0.376,170039.04993,0,0,0.398,16688.52215,0.513,12059.61149,0,0,0.350,116888.95278,0,0,0,0,0.574,275509.05437,0.604,214257.40722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F9","F9.raw","1/10/2021 11:08:36 AM","134","","YS0500302","","Yuning",0.283,64511.73483,0.346,77269.20616,0.423,49930.19097,0.377,149413.74517,0.455,72909.87249,0,0,0.485,11447.22870,0.521,32359.26833,0,0,0.350,115761.44865,0.425,109566.46123,0,0,0.557,7159.48505,0.603,19041.87511,0.884,7029.56720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G9","G9.raw","1/10/2021 11:10:24 AM","135","","YS0500302","","Yuning",0.284,61439.60032,0.346,71888.37567,0.424,33286.31170,0.377,220640.71512,0.520,18236.84094,0,0,0.557,23462.80639,0.587,17293.30792,0,0,0.350,109954.94748,0.427,63670.71996,0,0,0.791,13707.02993,0.885,254899.57026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H9","H9.raw","1/10/2021 11:12:12 AM","136","","YS0500302","","Yuning",0.283,66139.44813,0.346,52373.76601,0.423,45963.53517,0.374,85539.01466,0.510,7879.72548,0,0,0.582,12498.29090,0.604,178805.52063,0,0,0.350,81285.09445,0.425,99279.62641,0,0,0.696,91475.34042,0.882,16771.02312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I9","I9.raw","1/10/2021 11:13:59 AM","137","","YS0500302","","Yuning",0.284,81928.79234,0.348,103723.89313,0.424,218085.86608,0.377,109676.12138,0.514,30178.51797,0,0,0.565,64170.89079,0.590,49782.06151,0,0,0.352,164537.96817,0.427,394655.34496,0.514,32472.15897,0.885,23514.50821,0,0,0,0,0,0,0,0,0,0,0,0,0.496,19870.26394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J9","J9.raw","1/10/2021 11:15:48 AM","138","","YS0500302","","Yuning",0.283,62193.34486,0.347,85247.53363,0.425,15610.88133,0.311,96712.31645,0.376,213749.50560,0,0,0.400,9001.29882,0.519,23243.84155,0,0,0.350,145932.31381,0.425,18916.81125,0,0,0.589,35402.96862,0.604,14963.98580,0.651,113729.75191,0.697,134510.74143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K9","K9.raw","1/10/2021 11:17:35 AM","139","","YS0500302","","Yuning",0,0,0.346,49790.53232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L9","L9.raw","1/10/2021 11:19:22 AM","140","","YS0500302","","Yuning",0.281,62361.74180,0.348,76899.70750,0.425,17608.61144,0.378,217880.67855,0.517,74711.99831,0,0,0.565,10193.94996,0.590,38712.68932,0,0,0.352,129371.46700,0.427,37291.51870,0.516,12227.19388,0.651,12386.46745,0.679,31266.68923,0.695,27582.04181,0.825,10281.31608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673,3602.90592
"M9","M9.raw","1/10/2021 11:21:09 AM","141","","YS0500302","","Yuning",0.280,47736.72897,0.346,74134.46904,0,0,0.362,60092.74814,0.394,122699.88942,0,0,0.467,56205.45098,0.604,53152.17142,0,0,0.350,134412.51827,0,0,0,0,0.674,5103.38739,0.694,6813.54091,0.867,5130.56055,0.887,5262.80880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N9","N9.raw","1/10/2021 11:22:56 AM","142","","YS0500302","","Yuning",0.282,53597.03451,0.346,62686.69029,0.423,64567.11195,0.375,104769.79440,0.395,29283.52164,0,0,0.519,27007.20416,0.542,19294.13891,0,0,0.350,111246.69338,0.427,154162.86638,0,0,0.564,12407.64968,0.586,11629.26643,0.653,12036.10346,0.737,27461.53466,0.792,7087.20622,0.886,21242.33000,0,0,0,0,0,0,0,0,0,0,0,0,0.668,3336.60769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O9","O9.raw","1/10/2021 11:24:43 AM","143","","YS0500302","","Yuning",0.283,57367.80736,0.346,82641.26451,0.422,61841.41175,0.311,39198.12972,0.328,29937.27963,0,0,0.375,139348.16491,0.456,44158.00450,0,0,0.350,155183.93924,0.427,144756.17095,0,0,0.521,27933.71903,0.558,43155.97135,0.585,9854.67934,0.604,91559.86783,0.695,50869.01786,0.792,14500.53981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886,43710.53601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P9","P9.raw","1/10/2021 11:26:30 AM","144","","YS0500302","","Yuning",0.284,72321.52701,0.348,111251.54877,0.424,226508.26762,0.376,70069.92113,0.521,9791.10157,0,0,0.565,77087.17517,0.588,25681.98962,0,0,0.352,187938.96545,0.427,415612.56903,0,0,0.793,16203.60278,0.886,52983.57942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A10","A10.raw","1/10/2021 11:28:17 AM","145","","YS0500302","","Yuning",0.284,69294.68297,0.347,98042.53913,0.423,270105.26622,0.375,8983.72611,0.510,13235.99882,0.489,10039.96182,0.556,5675.02858,0.886,8157.88415,0.493,5240.77867,0.350,134349.66575,0.427,451673.76298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B10","B10.raw","1/10/2021 11:30:04 AM","146","","YS0500302","","Yuning",0.282,54185.10043,0.347,68307.11387,0.422,173305.52430,0.372,4182.89130,0.514,11979.59331,0.489,12727.38856,0.559,4069.68491,0.698,3954.95725,0.493,5163.86971,0.350,95738.87867,0.425,301557.34080,0,0,0.844,3958.17657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10","C10.raw","1/10/2021 11:31:52 AM","147","","YS0500302","","Yuning",0.283,69203.57096,0.348,89812.63564,0.423,163327.12600,0.329,49120.76348,0.374,16255.89109,0,0,0.475,16989.68224,0.528,5006.76423,0,0,0.350,126205.22417,0.425,294105.21138,0,0,0.866,5382.74437,0.893,6709.06126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D10","D10.raw","1/10/2021 11:33:40 AM","148","","YS0500302","","Yuning",0.283,84005.77131,0.348,108435.88714,0.423,319235.43309,0.374,11545.49855,0.512,7593.45186,0.490,9527.88363,0,0,0,0,0.496,5754.28536,0.350,157581.02971,0.425,507088.28467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E10","E10.raw","1/10/2021 11:35:28 AM","149","","YS0500302","","Yuning",0.284,205202.95497,0.347,130113.47045,0.423,262452.18922,0.375,54072.93919,0.398,16636.99487,0.485,23638.34153,0.519,11377.55514,0.574,9172.21281,0.493,6160.44145,0.350,153577.21859,0.427,394212.78855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F10","F10.raw","1/10/2021 11:37:15 AM","150","","YS0500302","","Yuning",0.283,123245.19016,0.348,103997.11998,0.423,308228.21887,0.488,15808.35864,0.509,8986.53326,0,0,0,0,0,0,0,0,0.350,141975.28916,0.425,476656.83282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G10","G10.raw","1/10/2021 11:39:03 AM","151","","YS0500302","","Yuning",0.282,84905.82845,0.348,90389.70861,0.423,280061.76941,0.883,7725.19675,0,0,0.490,19031.74995,0,0,0,0,0.493,6257.48982,0.350,134872.48534,0.425,460441.00591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H10","H10.raw","1/10/2021 11:40:50 AM","152","","YS0500302","","Yuning",0.285,112269.98986,0.348,96535.80009,0.423,208613.96770,0.392,8121.10912,0.491,72541.08839,0,0,0,0,0,0,0,0,0.350,136320.37782,0.425,354491.11064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I10","I10.raw","1/10/2021 11:42:38 AM","153","","YS0500302","","Yuning",0.283,68433.75152,0.346,90831.87546,0.422,93144.85045,0.372,15227.83336,0.470,63010.55916,0.489,34323.17302,0.531,164477.43937,0.882,8778.28032,0.493,190930.39235,0.350,148451.72049,0.425,172981.99149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J10","J10.raw","1/10/2021 11:44:26 AM","154","","YS0500302","","Yuning",0.283,75892.30346,0.349,90273.25367,0.423,164906.12464,0.329,16961.18320,0.472,6540.61139,0.485,8810.81419,0.519,12868.77778,0.554,15426.22185,0.496,6142.91516,0.350,114872.56123,0.427,277057.07687,0,0,0.872,5809.23475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K10","K10.raw","1/10/2021 11:46:13 AM","155","","YS0500302","","Yuning",0.284,128932.66531,0.349,146898.60996,0.426,507801.00051,0.377,10340.23080,0.512,16539.14893,0.491,14790.72492,0,0,0,0,0.496,8057.41250,0.352,210931.41405,0.429,675997.87157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L10","L10.raw","1/10/2021 11:48:01 AM","156","","YS0500302","","Yuning",0.284,99252.34139,0.349,152731.50540,0.425,381451.31932,0.520,18995.62040,0.590,114131.76627,0.493,13561.13433,0,0,0,0,0.496,6162.94489,0.352,190732.36348,0.429,565128.52355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M10","M10.raw","1/10/2021 11:49:48 AM","157","","YS0500302","","Yuning",0.284,71085.54677,0.348,95720.45516,0.424,178644.45603,0.329,7110.37824,0.518,14841.18641,0.488,8394.14402,0.548,4274.57674,0.687,5225.90833,0.493,7008.13325,0.350,141329.85866,0.427,215374.16528,0,0,0.850,4341.43113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N10","N10.raw","1/10/2021 11:51:35 AM","158","","YS0500302","","Yuning",0.283,93976.68472,0.348,128935.68379,0.423,409827.20859,0.396,25518.50073,0.543,42476.47190,0,0,0.736,145263.98901,0,0,0,0,0.350,176812.25493,0.427,587925.91043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O10","O10.raw","1/10/2021 11:53:22 AM","159","","YS0500302","","Yuning",0.283,95210.08771,0.348,138281.34529,0.422,331033.20952,0.328,52245.68052,0.474,9381.47168,0,0,0.532,11875.96493,0.696,13046.59186,0,0,0.350,178084.20885,0.427,462037.42710,0,0,0.864,6921.37974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668,4065.91821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P10","P10.raw","1/10/2021 11:55:09 AM","160","","YS0500302","","Yuning",0.283,218041.69401,0.347,124794.65736,0.422,467220.63557,0.562,11962.55592,0.884,15105.07064,0.485,17920.07527,0,0,0,0,0.493,4662.48712,0.352,167457.61469,0.427,642399.48381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A11","A11.raw","1/10/2021 11:56:57 AM","161","","YS0500302","","Yuning",0.283,71099.57208,0.347,132673.57282,0.423,367794.67280,0.372,21430.23460,0.439,74662.57952,0,0,0.472,77012.69161,0.561,14210.29244,0,0,0.350,219061.80703,0.425,623079.25389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B11","B11.raw","1/10/2021 11:58:44 AM","162","","YS0500302","","Yuning",0.282,57227.23702,0.346,88837.23183,0.422,17890.64452,0.373,6523.30971,0.468,255976.07568,0,0,0.509,10971.37233,0.551,15288.60341,0,0,0.350,114699.76343,0.425,33579.32072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11","C11.raw","1/10/2021 12:00:31 PM","163","","YS0500302","","Yuning",0.283,51805.45511,0.347,78844.47591,0.424,142754.31772,0.371,12413.60599,0.396,6268.22076,0,0,0.471,59830.97933,0.511,15639.06427,0,0,0.350,132256.08055,0.427,222096.00903,0,0,0.534,31759.73553,0.559,5589.64796,0.636,9540.03067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D11","D11.raw","1/10/2021 12:02:18 PM","164","","YS0500302","","Yuning",0.283,68326.94362,0.348,113347.13140,0.424,242308.93391,0.374,14696.48622,0.441,40927.02601,0,0,0.471,149230.42308,0.536,11858.32787,0,0,0.352,167641.33902,0.427,466411.61882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E11","E11.raw","1/10/2021 12:04:05 PM","165","","YS0500302","","Yuning",0.282,74011.96404,0.347,108689.63255,0.422,167485.14730,0.372,16420.76047,0.401,25362.41898,0,0,0.466,28464.55265,0.481,26160.58420,0,0,0.350,152671.66348,0.425,267659.29272,0,0,0.514,7412.25762,0.535,30504.32045,0.609,15928.16388,0.626,26904.08063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F11","F11.raw","1/10/2021 12:05:52 PM","166","","YS0500302","","Yuning",0.282,107285.31619,0.348,87902.72162,0.423,159947.28943,0.394,13822.43840,0.441,13468.00345,0,0,0.467,35685.10351,0.496,47522.68968,0,0,0.350,139192.00140,0.425,283659.52302,0,0,0.513,23368.14953,0.533,22395.43517,0.636,19637.13536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11","G11.raw","1/10/2021 12:07:39 PM","167","","YS0500302","","Yuning",0.283,82444.43347,0.346,97822.14737,0.422,78583.30902,0.372,11737.48645,0.397,14738.66733,0,0,0.468,213563.74757,0.513,60901.12411,0,0,0.350,156710.42428,0.425,154860.40169,0,0,0.533,25437.50213,0.560,6936.94789,0.883,10662.31391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H11","H11.raw","1/10/2021 12:09:26 PM","168","","YS0500302","","Yuning",0.283,87636.12214,0.350,123837.83797,0.420,79921.53753,0.373,42034.99664,0.398,31033.04036,0,0,0.486,8700.29238,0.514,9434.68961,0,0,0.352,101444.30866,0.427,31338.71964,0,0,0.535,114129.78616,0.559,20063.86062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I11","I11.raw","1/10/2021 12:11:13 PM","169","","YS0500302","","Yuning",0.283,66853.62904,0.346,75323.07825,0.422,120012.83456,0.372,13174.11155,0.439,32606.33509,0.490,28195.24296,0.469,73482.06004,0.513,6918.60739,0.493,149841.44440,0.350,116433.54031,0.425,249873.33838,0,0,0.560,8855.83564,0.842,4699.30560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K11","K11.raw","1/10/2021 12:14:47 PM","171","","YS0500302","","Yuning",0.282,43820.79927,0.347,33473.59996,0.422,50604.34936,0.396,10567.48944,0.487,7075.80519,0,0,0.514,3902.46033,0.533,5744.93749,0,0,0.350,45346.21221,0.425,98401.66622,0,0,0.849,4892.89343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L11","L11.raw","1/10/2021 12:16:34 PM","172","","YS0500302","","Yuning",0.283,61476.12934,0.348,86870.01648,0.424,229327.23194,0.373,9124.22009,0.400,5536.44337,0,0,0.483,27342.07681,0.513,15731.50364,0,0,0.350,140357.10316,0.425,394279.40506,0,0,0.535,6848.02874,0.588,22233.16532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M11","M11.raw","1/10/2021 12:18:21 PM","173","","YS0500302","","Yuning",0.284,55647.29873,0.349,84432.12223,0.426,93618.27751,0.366,17597.70576,0.399,18735.62368,0,0,0.470,10234.04444,0.492,9671.65112,0,0,0.352,140308.65838,0.427,120709.66585,0,0,0.536,54284.24562,0.562,23984.29808,0.588,7493.42002,0.867,5755.43930,0.890,4108.98313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N11","N11.raw","1/10/2021 12:20:07 PM","174","","YS0500302","","Yuning",0.283,80478.50449,0.347,142511.47950,0.424,309739.26551,0.372,13575.74057,0.394,32600.64258,0,0,0.469,268781.69326,0.514,15830.02872,0,0,0.350,219959.91880,0.427,533897.24350,0,0,0.543,60963.31672,0.737,131368.10948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
