"Sample Name","Data File","Acquired","Location","Batch","Job Code","Sample ID","User","TWC_Substance01 Rt(min)","TWC_Substance01 AreaAbs","TWC_Substance02 Rt(min)","TWC_Substance02 AreaAbs","TWC_caffeine Rt(min)","TWC_caffeine AreaAbs","TWC_Substance03 Rt(min)","TWC_Substance03 AreaAbs","TWC_sulfadoxin Rt(min)","TWC_sulfadoxin AreaAbs","TWC_Substance04 Rt(min)","TWC_Substance04 AreaAbs","TWC_Substance05 Rt(min)","TWC_Substance05 AreaAbs","T1-EIC(+)[M+H]_caffeine Rt(min)","T1-EIC(+)[M+H]_caffeine AreaAbs","T3-EIC(+)[M+H]_sulfadoxin Rt(min)","T3-EIC(+)[M+H]_sulfadoxin AreaAbs","TWC_Substance06 Rt(min)","TWC_Substance06 AreaAbs","T3-EIC(+)[M+H]_Substance03 Rt(min)","T3-EIC(+)[M+H]_Substance03 AreaAbs","TWC_hydrodeamination product  Rt(min)","TWC_hydrodeamination product  AreaAbs","T2-EIC(+)[M+H]_hydrodeamination product  Rt(min)","T2-EIC(+)[M+H]_hydrodeamination product  AreaAbs","TWC_Substance07 Rt(min)","TWC_Substance07 AreaAbs","TWC_Substance08 Rt(min)","TWC_Substance08 AreaAbs","TWC_Substance09 Rt(min)","TWC_Substance09 AreaAbs","T2-EIC(+)[M+H]_Substance05 Rt(min)","T2-EIC(+)[M+H]_Substance05 AreaAbs","T2-EIC(+)[M+H]_Substance06 Rt(min)","T2-EIC(+)[M+H]_Substance06 AreaAbs","T3-EIC(+)[M+H]_Substance04 Rt(min)","T3-EIC(+)[M+H]_Substance04 AreaAbs","TWC_hydrodeamination product Rt(min)","TWC_hydrodeamination product AreaAbs","T2-EIC(+)[M+H]_hydrodeamination product Rt(min)","T2-EIC(+)[M+H]_hydrodeamination product AreaAbs","T2-EIC(+)[M+H]_Substance08 Rt(min)","T2-EIC(+)[M+H]_Substance08 AreaAbs","TWC_Substance10 Rt(min)","TWC_Substance10 AreaAbs","T3-EIC(+)[M+H]_Substance05 Rt(min)","T3-EIC(+)[M+H]_Substance05 AreaAbs","TWC_Substance11 Rt(min)","TWC_Substance11 AreaAbs","T2-EIC(+)[M+H]_Substance10 Rt(min)","T2-EIC(+)[M+H]_Substance10 AreaAbs","T2-EIC(+)[M+H]_Substance09 Rt(min)","T2-EIC(+)[M+H]_Substance09 AreaAbs","T3-EIC(+)[M+H]_Substance06 Rt(min)","T3-EIC(+)[M+H]_Substance06 AreaAbs","T2-EIC(+)[M+H]_Substance07 Rt(min)","T2-EIC(+)[M+H]_Substance07 AreaAbs","T2-EIC(+)[M+H]_Substance02 Rt(min)","T2-EIC(+)[M+H]_Substance02 AreaAbs"
"P9","P9.raw","1/10/2021 11:39:35 PM","144","","YS0500303","","Yuning",0.284,89488.27859,0.541,23224.43908,0.348,115817.88074,0.560,17169.27519,0.424,215369.12572,0.697,8849.28711,0.793,23128.23412,0.352,164517.38537,0.427,412478.46730,0.885,91432.89337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A10","A10.raw","1/10/2021 11:41:22 PM","145","","YS0500303","","Yuning",0.283,275915.32480,0.379,122897.35056,0.347,158152.84075,0.514,25967.60787,0.423,266273.80279,0.557,17557.36767,0.612,37035.62048,0.350,157676.57159,0.425,463600.77053,0,0,0,0,0.486,33881.38981,0.493,6171.17914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B10","B10.raw","1/10/2021 11:43:09 PM","146","","YS0500303","","Yuning",0.282,98932.52615,0.380,52346.16280,0.348,139474.71072,0.473,6540.63301,0.423,223448.37850,0.514,25987.26026,0.557,8325.15647,0.350,163410.33675,0.427,372176.65423,0,0,0,0,0.490,35197.88601,0.493,7936.67803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10","C10.raw","1/10/2021 11:44:57 PM","147","","YS0500303","","Yuning",0.282,93390.26275,0.328,257508.28108,0.345,154538.14187,0.373,13665.60623,0.423,91617.73048,0.390,11414.14852,0.486,10304.75157,0.350,179185.35141,0.427,112256.64495,0.695,10064.56754,0.377,24181.63299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D10","D10.raw","1/10/2021 11:46:45 PM","148","","YS0500303","","Yuning",0.283,79046.04028,0.329,4804.92202,0.348,93627.70513,0.380,32650.01235,0.423,183104.14681,0.487,7642.40491,0.509,11062.44277,0.350,120639.98862,0.425,360501.54891,0.532,7380.31326,0,0,0,0,0,0,0.893,6720.11239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E10","E10.raw","1/10/2021 11:48:32 PM","149","","YS0500303","","Yuning",0.283,75766.73531,0.376,25067.31176,0.346,134746.60557,0.398,25306.01401,0.424,64450.96857,0.488,5510.74013,0.511,11378.76970,0.350,100169.66938,0.427,106887.72837,0.576,9028.70496,0,0,0,0,0,0,0.863,6084.50063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512,5759.82331,0,0,0,0,0,0,0,0,0,0,0,0
"F10","F10.raw","1/10/2021 11:50:20 PM","150","","YS0500303","","Yuning",0.283,100896.49602,0.328,13329.33002,0.347,102015.17436,0.380,74645.74964,0.423,147677.86951,0.488,9701.09979,0.509,14425.32209,0.350,121674.93191,0.427,277351.04566,0.555,12218.16377,0,0,0,0,0,0,0.696,7054.15724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G10","G10.raw","1/10/2021 11:52:08 PM","151","","YS0500303","","Yuning",0.282,66501.36505,0.381,18421.05790,0.348,67927.69149,0.473,4226.15213,0.422,101176.39404,0.489,11544.73156,0.544,12130.18526,0.350,74586.97764,0.427,207059.41046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H10","H10.raw","1/10/2021 11:53:55 PM","152","","YS0500303","","Yuning",0.283,62831.23395,0.384,14011.03617,0.348,39358.25263,0.490,28850.01721,0.423,24842.41477,0.556,5290.02405,0.851,3598.24846,0.350,37301.27766,0.425,56924.49354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I10","I10.raw","1/10/2021 11:55:42 PM","153","","YS0500303","","Yuning",0.282,66729.04809,0.394,8547.67974,0.348,88923.80895,0.425,13765.26671,0,0,0.518,5348.90579,0.544,16404.14012,0.350,71246.85193,0,0,0,0,0,0,0.490,47395.74941,0.496,296940.74034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J10","J10.raw","1/10/2021 11:57:30 PM","154","","YS0500303","","Yuning",0.281,34059.89676,0.487,4491.22838,0.348,27339.59441,0.520,4100.29160,0.423,29829.46521,0.556,5587.05321,0.854,4155.14719,0.350,23145.33329,0.425,59064.16479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K10","K10.raw","1/10/2021 11:59:17 PM","155","","YS0500303","","Yuning",0.282,68552.65201,0.369,30204.90238,0.347,53603.32993,0.380,19336.32077,0.423,78358.61425,0.489,6886.04144,0.509,7040.37830,0.350,67172.95570,0.425,149959.45884,0.531,3346.37055,0,0,0,0,0,0,0.556,9295.59476,0.862,4146.89709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L10","L10.raw","1/11/2021 12:01:04 AM","156","","YS0500303","","Yuning",0.283,40811.73265,0.378,4316.59341,0.347,45411.49116,0.489,4908.81877,0.423,59110.17153,0.518,8199.56048,0.589,15769.67219,0.350,55642.38180,0.425,101196.30572,0.856,6458.62214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M10","M10.raw","1/11/2021 12:02:51 AM","157","","YS0500303","","Yuning",0.281,39679.69308,0.516,3430.49237,0.348,37273.65252,0.538,3873.88861,0.423,21288.01870,0.867,5745.76293,0,0,0.350,38776.73305,0.427,25047.71721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N10","N10.raw","1/11/2021 12:04:38 AM","158","","YS0500303","","Yuning",0.283,66935.48644,0.330,4592.28175,0.347,62652.67024,0.379,13596.10961,0.424,129439.16276,0.396,4280.29920,0.487,6991.55756,0.350,83069.39844,0.427,242599.52111,0.512,4759.16866,0,0,0,0,0,0,0.543,26398.14634,0.737,33372.84148,0.867,3954.78787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O10","O10.raw","1/11/2021 12:06:25 AM","159","","YS0500303","","Yuning",0.286,70688.66199,0.330,81567.59136,0.348,89561.12385,0.379,22076.71547,0.426,29367.82606,0.489,3618.01742,0.525,3987.83016,0.354,83273.84566,0.427,45980.81165,0.698,6862.06417,0.379,8975.38846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P10","P10.raw","1/11/2021 12:08:12 AM","160","","YS0500303","","Yuning",0.282,87294.36854,0.391,13048.90331,0.347,131011.82723,0.473,5069.31299,0.423,190691.03978,0.513,7877.21700,0.884,6448.31566,0.350,148644.75524,0.425,302718.76761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A11","A11.raw","1/11/2021 12:09:59 AM","161","","YS0500303","","Yuning",0.282,85720.71666,0.302,9502.69725,0.347,251317.91008,0.328,263517.37344,0.425,38947.04838,0.373,38863.76782,0.445,9186.01754,0.350,162864.61847,0.425,11153.96943,0.487,11541.03189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377,32378.07564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B11","B11.raw","1/11/2021 12:11:46 AM","162","","YS0500303","","Yuning",0.282,86811.04860,0.329,287275.91858,0.347,209591.70539,0.373,30912.88035,0.425,58381.46829,0.446,9943.94869,0.487,19269.40361,0.350,172222.71281,0.425,36273.20332,0,0,0.377,26881.85218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11","C11.raw","1/11/2021 12:13:33 AM","163","","YS0500303","","Yuning",0.282,63457.36759,0.302,16099.59321,0.347,134421.58109,0.329,147729.54849,0,0,0.372,14693.92851,0.393,4863.29795,0.350,131938.12314,0,0,0.425,28488.50595,0,0,0,0,0,0,0.488,8895.86650,0.523,5301.71002,0.560,6003.51332,0,0,0,0,0.377,22985.08425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D11","D11.raw","1/11/2021 12:15:20 AM","164","","YS0500303","","Yuning",0.282,57664.93703,0.329,138621.15444,0.347,107983.49267,0.372,11487.25593,0.425,19398.57027,0.400,5004.58817,0.558,6344.48491,0.350,105548.49475,0.425,10937.19033,0.681,4212.05739,0.377,15490.21602,0,0,0,0,0.866,6703.72500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E11","E11.raw","1/11/2021 12:17:07 AM","165","","YS0500303","","Yuning",0.281,55629.24309,0.310,20550.03998,0.349,118326.67472,0.329,98775.87624,0,0,0.399,4030.86267,0.426,28408.47836,0.350,103172.71531,0,0,0.525,19467.91748,0,0,0,0,0,0,0.576,5890.47212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F11","F11.raw","1/11/2021 12:18:54 AM","166","","YS0500303","","Yuning",0.282,42070.55695,0.329,45355.31652,0.348,49481.61729,0.425,7262.81639,0,0,0.490,3763.13759,0.559,6276.60531,0.350,39622.82772,0,0,0.852,3843.15412,0,0,0,0,0,0,0.896,4747.39279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11","G11.raw","1/11/2021 12:20:41 AM","167","","YS0500303","","Yuning",0.283,83468.22881,0.329,102440.79860,0.348,106832.99887,0.373,4405.10157,0.424,14624.15968,0.486,10302.20948,0.558,6319.33174,0.350,80641.66382,0.425,5541.42018,0.854,4761.33239,0.377,4130.80396,0,0,0,0,0.872,4288.87591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H11","H11.raw","1/11/2021 12:22:28 AM","168","","YS0500303","","Yuning",0.283,72130.63308,0.330,22014.55428,0.348,67169.87758,0.389,75766.26580,0,0,0.424,7610.14842,0.489,8486.41851,0.352,55886.01739,0,0,0.556,6511.60045,0,0,0,0,0,0,0.864,7003.60822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I11","I11.raw","1/11/2021 12:24:15 AM","169","","YS0500303","","Yuning",0.283,39361.41667,0.300,6206.50857,0.349,44381.43428,0.381,16434.50493,0,0,0.425,17924.92167,0.557,8638.49807,0.350,44725.12321,0,0,0.853,3997.28380,0,0,0.491,11557.99527,0.493,45261.24138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J11","J11.raw","1/11/2021 12:26:02 AM","170","","YS0500303","","Yuning",0.283,53205.95436,0.329,38548.07085,0.349,96125.24852,0.387,21781.22004,0,0,0.425,16060.49191,0.444,5697.44862,0.350,60619.51508,0,0,0.488,5070.94699,0,0,0,0,0,0,0.522,5370.73042,0.560,5551.17795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K11","K11.raw","1/11/2021 12:27:49 AM","171","","YS0500303","","Yuning",0.283,42346.75326,0.331,41528.00091,0.349,39938.29051,0.426,6752.49964,0,0,0.490,3430.94189,0.526,3488.32161,0.352,35814.40970,0,0,0.561,5585.63853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L11","L11.raw","1/11/2021 12:29:35 AM","172","","YS0500303","","Yuning",0.281,32738.62578,0.329,19739.91402,0.349,37754.55485,0.425,5104.86737,0,0,0.485,3627.11218,0.514,10313.28575,0.350,22864.27221,0,0,0.560,4138.77018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M11","M11.raw","1/11/2021 12:31:23 AM","173","","YS0500303","","Yuning",0.283,55494.18861,0.329,63685.69066,0.347,130732.76202,0.496,21988.24377,0,0,0.517,16537.68564,0.576,3345.54442,0.350,85723.16644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N11","N11.raw","1/11/2021 12:33:10 AM","174","","YS0500303","","Yuning",0.283,47468.47179,0.329,88503.83857,0.346,71467.59889,0.395,44997.42751,0,0,0.423,13233.73707,0.543,14086.44659,0.350,66656.83608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,6087.90342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O11","O11.raw","1/11/2021 12:34:57 AM","175","","YS0500303","","Yuning",0.284,75957.49226,0.329,116201.25120,0.347,112217.75982,0.374,13143.63082,0.424,25550.98807,0.446,4716.13762,0.488,8900.44433,0.350,96949.09290,0.425,10192.96273,0.866,6229.48157,0.377,12592.07278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P11","P11.raw","1/11/2021 12:36:44 AM","176","","YS0500303","","Yuning",0.284,92738.56993,0.331,70185.95737,0.348,122174.00241,0.866,5409.53488,0.425,204952.84077,0,0,0,0,0.352,151532.08020,0.427,326518.45887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A12","A12.raw","1/11/2021 12:38:31 AM","177","","YS0500303","","Yuning",0.283,114125.52130,0.376,21031.01498,0.346,137151.42640,0.399,24648.74734,0.423,373819.65201,0.487,12360.17826,0.515,12268.29551,0.350,165524.53064,0.427,608514.17702,0.555,9564.73190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B12","B12.raw","1/11/2021 12:40:18 AM","178","","YS0500303","","Yuning",0.283,112189.60991,0.488,35246.14285,0.348,158389.85561,0.516,19653.79888,0.423,368921.37128,0.604,14511.44309,0,0,0.350,199079.13416,0.425,570546.24295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496,3549.91027
"C12","C12.raw","1/11/2021 12:42:05 AM","179","","YS0500303","","Yuning",0.283,97706.42164,0.329,54472.18888,0.346,166311.12750,0.372,8551.73164,0.423,340219.32512,0.523,9776.43194,0.602,8088.20090,0.350,180277.63035,0.427,581186.81135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D12","D12.raw","1/11/2021 12:43:52 AM","180","","YS0500303","","Yuning",0.282,79899.50317,0.376,12819.45623,0.346,90109.62994,0.517,10019.13116,0.423,257892.83084,0,0,0,0,0.350,126416.66890,0.427,423883.82407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E12","E12.raw","1/11/2021 12:45:39 AM","181","","YS0500303","","Yuning",0.283,93519.68015,0.376,5220.70123,0.346,75530.78278,0.400,127282.91508,0.422,118787.00531,0.518,13473.04163,0.603,14549.79760,0.350,103721.63752,0.427,185194.19789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F12","F12.raw","1/11/2021 12:47:26 AM","182","","YS0500303","","Yuning",0.283,82237.84867,0.375,4232.15200,0.346,79077.10723,0.487,8025.08828,0.423,199598.64449,0.517,10079.53177,0.556,10415.38918,0.350,104810.56611,0.425,342693.68189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G12","G12.raw","1/11/2021 12:49:13 AM","183","","YS0500303","","Yuning",0.284,60128.49637,0.399,6476.78313,0.347,65669.60278,0.489,6129.77417,0.423,128964.81290,0.517,4021.37052,0.558,4012.96713,0.350,66236.59700,0.427,251008.46943,0.861,5792.99266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H12","H12.raw","1/11/2021 12:51:00 AM","184","","YS0500303","","Yuning",0.282,60614.03208,0.328,4335.00355,0.348,43045.18879,0.488,5846.95151,0.423,60093.33756,0.558,5767.39897,0,0,0.350,37779.92980,0.425,123463.99678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I12","I12.raw","1/11/2021 12:52:47 AM","185","","YS0500303","","Yuning",0.282,47167.42200,0.372,5829.19845,0.346,48225.67526,0.472,26482.26656,0.422,63797.73026,0.532,49849.25142,0.563,4464.15229,0.350,68893.16671,0.425,116156.14813,0.849,4189.79988,0,0,0.490,13930.98364,0.493,81527.39925,0.868,3500.93628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J12","J12.raw","1/11/2021 12:54:34 AM","186","","YS0500303","","Yuning",0.282,52872.62387,0.328,5528.04406,0.348,52944.78018,0.371,10038.27381,0.423,72290.72355,0.399,8431.59332,0.519,8747.58636,0.350,62522.78192,0.427,144191.62250,0.554,8928.51300,0,0,0,0,0,0,0.858,7339.88413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L12","L12.raw","1/11/2021 12:58:08 AM","188","","YS0500303","","Yuning",0.282,50706.51877,0.490,6955.56451,0.347,52717.71857,0.519,7431.99198,0.423,93162.50239,0.559,6845.22997,0.589,13068.57177,0.350,69939.83200,0.427,163181.02365,0.657,7891.21970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660,3280.06922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M12","M12.raw","1/11/2021 12:59:55 AM","189","","YS0500303","","Yuning",0.283,43842.94432,0.397,3344.90950,0.348,44980.44381,0.468,39473.14707,0.424,26042.11532,0.496,8703.54157,0.517,11572.24490,0.352,53904.71707,0.427,22945.97535,0.862,6395.52317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N12","N12.raw","1/11/2021 1:01:42 AM","190","","YS0500303","","Yuning",0.283,59692.70452,0.378,4259.09412,0.348,54910.44338,0.519,4847.58395,0.425,144723.61236,0.545,19107.01215,0.666,3476.81055,0.352,83623.81932,0.427,262024.60419,0.737,16856.00122,0,0,0,0,0,0,0,0,0,0,0,0,0.666,5117.76347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O12","O12.raw","1/11/2021 1:03:28 AM","191","","YS0500303","","Yuning",0.284,51972.72380,0.331,16502.09538,0.348,51950.78854,0.370,8004.94463,0.424,62650.12967,0.400,3809.84104,0.519,3240.59302,0.352,64433.84080,0.427,111431.68240,0.557,6659.80439,0,0,0,0,0,0,0.851,3540.36359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P12","P12.raw","1/11/2021 1:05:16 AM","192","","YS0500303","","Yuning",0.284,91414.12291,0.472,7863.47326,0.348,93383.99459,0.542,26150.59312,0.423,247367.98301,0.884,6620.16469,0,0,0.350,143072.63063,0.425,404831.80052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13","A13.raw","1/11/2021 1:07:05 AM","193","","YS0500303","","Yuning",0.283,202088.07374,0.378,134801.57434,0.347,149784.67832,0.507,14150.69161,0.422,317283.41002,0.556,18033.79724,0.612,28241.78295,0.350,197257.34845,0.427,525901.32039,0,0,0,0,0.484,32793.28510,0.493,3965.37610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B13","B13.raw","1/11/2021 1:08:52 AM","194","","YS0500303","","Yuning",0.283,75245.07820,0.329,5599.28394,0.346,115420.05389,0.379,73380.55362,0.423,188007.72305,0.472,8482.66896,0.556,13537.10903,0.350,176338.52040,0.425,382797.06982,0,0,0,0,0.489,23323.55170,0.493,5623.70408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C13","C13.raw","1/11/2021 1:10:39 AM","195","","YS0500303","","Yuning",0.283,82166.74274,0.302,11486.43273,0.346,141683.94835,0.329,229226.45681,0.423,61722.42883,0.372,15604.97167,0.486,7075.20269,0.350,191860.32499,0.425,121505.29361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377,18045.98578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D13","D13.raw","1/11/2021 1:12:27 AM","196","","YS0500303","","Yuning",0.284,61216.72647,0.380,41465.10672,0.346,65898.14235,0.487,6962.53717,0.423,100638.97918,0.508,10268.10475,0.534,7178.94582,0.350,106798.80831,0.425,214892.41351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E13","E13.raw","1/11/2021 1:14:14 AM","197","","YS0500303","","Yuning",0.283,63632.82772,0.328,3667.36950,0.346,67248.97318,0.377,23327.69822,0.423,88901.87275,0.400,57861.89150,0.487,6733.31684,0.350,106538.14481,0.425,180583.31817,0.507,8863.58323,0,0,0,0,0,0,0.533,7438.80468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F13","F13.raw","1/11/2021 1:16:01 AM","198","","YS0500303","","Yuning",0.283,61719.37387,0.330,5984.65998,0.347,57458.88009,0.380,48223.23099,0.423,70670.89469,0.488,6637.31371,0.509,3735.23333,0.350,85432.50095,0.425,147684.38710,0.532,5635.87119,0,0,0,0,0,0,0.557,10465.03015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G13","G13.raw","1/11/2021 1:17:49 AM","199","","YS0500303","","Yuning",0.283,60570.46317,0.380,4265.48193,0.346,65385.73485,0.400,3984.74021,0.422,123645.58182,0.488,14290.22364,0.542,15165.76233,0.350,91893.90445,0.427,278282.14025,0.854,4144.61559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H13","H13.raw","1/11/2021 1:19:37 AM","200","","YS0500303","","Yuning",0.283,77354.52390,0.381,9075.20167,0.347,42930.38192,0.401,3216.47114,0.423,33549.72835,0.490,57135.67350,0.536,4292.63280,0.350,58858.83212,0.425,82464.07623,0.557,6027.51063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I13","I13.raw","1/11/2021 1:21:24 AM","201","","YS0500303","","Yuning",0.283,57255.74441,0.400,6328.43056,0.350,66256.39977,0.427,4463.68044,0,0,0.545,12503.57231,0.865,9090.00106,0.350,55612.40254,0,0,0,0,0,0,0.492,27651.80763,0.496,158340.70167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
